,文章ID,發文時間,更新時間,留言內容,按讚數,關鍵字
228,238842920,2022-05-10 19:41:58.755000+00:00,2022-05-10T19:41:58.755Z,國小時候遇過一次一個女同學褲子掉很低內褲幾乎全部露出來我跟她提醒他直接當我變態從那之後我就知道這種事不要管就好別人出醜是別人出醜乾我屁事,20.0,"['國', '小時候', '遇過', '一次', '一個', '女同學', '褲子', '掉', '很', '低', '內褲', '幾乎', '全部', '露', '出來', '我', '跟', '她', '提醒', '他', '直', '接當', '我', '變態', '從那之後', '我', '就', '知道', '這種', '事', '不要', '管', '就', '好', '別人', '出醜', '是', '別人', '出醜', '乾', '我', '屁事']"
229,238842920,2022-05-10 21:14:57.970000+00:00,2022-05-10T21:14:57.970Z,別人提醒我會覺得蠻好啊,20.0,"['別人', '提醒', '我會', '覺得', '蠻', '好', '啊']"
230,238842920,2022-05-10 21:17:41.399000+00:00,2022-05-10T21:17:41.399Z,哪裡怪人家好意自己在那邊,23.0,"['哪裡', '怪', '人家', '好意', '自己', '在', '那邊']"
231,238842920,2022-05-10 23:26:09.962000+00:00,2022-05-10T23:26:09.962Z,通常提不提醒跟醜不醜很有關係當你醜時候善意就會變成噁男變態帥時候就變成貼心暖男,14.0,"['通常提', '不', '提醒', '跟', '醜不醜', '很', '有', '關係', '當你醜', '時候', '善意', '就會', '變成', '噁', '男變', '態帥', '時候', '就', '變成', '貼心', '暖', '男']"
232,238842920,2022-05-11 01:07:09.643000+00:00,2022-05-11T01:07:09.643Z,如果女是故意呢,0.0,"['如果', '女是', '故意', '呢']"
233,238842920,2022-05-11 01:55:35.858000+00:00,2022-05-11T01:55:35.858Z,就是有你朋友跟一堆自己曝光還覺得別人噁她78女男女可以互戰ㄉ事情又多一件了,22.0,"['就是', '有', '你', '朋友', '跟', '一堆', '自己', '曝光還', '覺得', '別人', '噁', '她', '78', '女', '男女', '可以', '互戰', 'ㄉ', '事情', '又', '多', '一件', '了']"
234,238842920,2022-05-11 02:29:00.050000+00:00,2022-05-11T02:29:00.050Z,不會會覺得很貼心,13.0,"['不會', '會', '覺得', '很', '貼心']"
235,238842920,2022-05-11 02:40:17.659000+00:00,2022-05-11T02:40:17.659Z,我也不會提醒我自己能看到看到爽就好,1.0,"['我', '也', '不會', '提醒', '我', '自己', '能', '看', '到', '看', '到', '爽', '就', '好']"
236,238842920,2022-05-11 03:06:09.013000+00:00,2022-05-11T03:06:09.013Z,我看是那個男生太醜才會被說奇怪吧可憐啊那個朋友應該是妳自己吧,2.0,"['我', '看', '是', '那個', '男生', '太醜', '才', '會', '被', '說', '奇怪', '吧', '可憐', '啊', '那個', '朋友', '應該', '是', '妳自己', '吧']"
237,238842920,2022-05-11 03:19:41.167000+00:00,2022-05-11T03:19:41.167Z,我覺得男生提醒這種事超暖ㄚ但身邊男性友人都不敢提醒ㄟ怕被當變態之前聽他們說看過女生空杯還看到頭那種尷尬到不行🥲,22.0,"['我', '覺得', '男生', '提醒', '這種', '事', '超暖', 'ㄚ', '但', '身邊', '男性', '友人', '都', '不敢', '提醒', 'ㄟ', '怕', '被', '當變態', '之前', '聽', '他們', '說', '看過', '女生', '空杯', '還看', '到頭', '那種', '尷尬', '到', '不行', '\U0001f972']"
238,238842920,2022-05-11 03:24:48.018000+00:00,2022-05-11T03:24:48.018Z,為什麼男生提醒這種事會被當變態如果女生無意露出那被提醒不是應該感激嗎如果是故意露出那女生才是變態吧,20.0,"['為什麼', '男生', '提醒', '這種', '事會', '被', '當變態', '如果', '女生', '無意', '露出', '那', '被', '提醒', '不是', '應該', '感激', '嗎', '如果', '是', '故意', '露出', '那', '女生', '才', '是', '變態', '吧']"
239,238842920,2022-05-11 03:42:08.453000+00:00,2022-05-11T03:42:08.453Z,之前去朋友家聊天我朋友男生穿球褲裡面是四角褲然後他坐地上一隻腳盤著一隻腳彎著然後我就直接說ㄟ看到蛋蛋了啦不是當大家面結果他好像很崩潰哈哈哈不知道是崩潰被看到還是我突然就這樣講出來是我太直接了嗎😂,12.0,"['之前', '去', '朋友家', '聊天', '我', '朋友', '男生', '穿球', '褲裡面', '是', '四角', '褲', '然後', '他', '坐', '地上', '一隻', '腳盤', '著', '一隻', '腳彎著', '然後', '我', '就', '直接', '說', 'ㄟ', '看到', '蛋蛋', '了', '啦', '不是', '當', '大家', '面結果', '他', '好像', '很', '崩潰', '哈哈哈', '不知道', '是', '崩潰', '被', '看', '到', '還是', '我', '突然', '就', '這樣講', '出來', '是', '我', '太', '直接', '了', '嗎', '😂']"
240,238842920,2022-05-11 04:15:32.364000+00:00,2022-05-11T04:15:32.364Z,我會覺得被提醒是很貼心事欸如果那個人真怪怪話他大可可以不要提醒然後繼續偷看,11.0,"['我會', '覺得', '被', '提醒', '是', '很', '貼', '心事', '欸', '如果', '那個人', '真怪', '怪話', '他', '大', '可', '可以', '不要', '提醒', '然後', '繼續', '偷看']"
241,238842920,2022-05-11 04:23:53.267000+00:00,2022-05-11T04:23:53.267Z,我記得國高中體育教過女生運動穿緊身男生運動穿寬鬆沒記錯話,2.0,"['我', '記得國', '高', '中體', '育教過', '女生', '運動', '穿', '緊身', '男生', '運動', '穿', '寬鬆', '沒記', '錯話']"
242,238842920,2022-05-11 05:05:03.996000+00:00,2022-05-11T05:05:54.823Z,B2認同以前打籃球系隊從來沒有人有穿太寬鬆問題反而會想問對方為什麼覺得這樣不行,1.0,"['B2', '認同', '以前', '打籃球', '系隊', '從來', '沒有', '人有', '穿', '太', '寬鬆', '問題', '反而', '會想問', '對方', '為什麼', '覺得', '這樣', '不行']"
244,238842920,2022-05-11 05:47:30.982000+00:00,2022-05-11T05:47:30.982Z,人家很好欸還會提醒如果他想看話早就默不作聲了你朋友才怪吧打球穿寬鬆給別人看嗎,1.0,"['人家', '很', '好', '欸', '還會', '提醒', '如果', '他', '想', '看話', '早', '就', '默', '不作聲', '了', '你', '朋友', '才', '怪', '吧', '打球', '穿', '寬鬆', '給', '別人', '看', '嗎']"
245,238842920,2022-05-11 06:04:14.181000+00:00,2022-05-11T06:04:14.181Z,人家好意提醒還被說噁男很奇怪話他下次遇到就不會再提醒女生了等下個受害者去提醒,2.0,"['人家', '好意', '提醒', '還被', '說', '噁', '男', '很', '奇', '怪話', '他', '下次', '遇到', '就', '不會', '再', '提醒', '女生', '了', '等', '下個', '受害者', '去', '提醒']"
246,238842920,2022-05-11 06:25:03.706000+00:00,2022-05-11T06:25:03.706Z,欸哈哈哈我看完文章想說那個男生朋友是不是想看妳朋友胸晃動樣子看完留言才發現是我好變態˙Ⱉ˙,0.0,"['欸', '哈哈哈', '我', '看', '完文章', '想', '說', '那個', '男生', '朋友', '是', '不是', '想', '看', '妳', '朋友', '胸晃動', '樣子', '看', '完', '留言才', '發現', '是', '我', '好', '變態', '˙', 'Ⱉ', '˙']"
247,238842920,2022-05-11 06:32:47.478000+00:00,2022-05-11T06:32:47.478Z,有欸我有被提醒過但我覺得他是好意不會覺得像變態哈哈,2.0,"['有', '欸', '我', '有', '被', '提醒過', '但', '我', '覺得', '他', '是', '好意', '不會', '覺得', '像', '變態', '哈哈']"
248,238842920,2022-05-11 06:58:12.553000+00:00,2022-05-11T06:58:12.553Z,性別正確可以啦男生建議都不要就算有看到走光也都不要講不然會被當噁男裝作不知道對自己最好,5.0,"['性別', '正確', '可以', '啦', '男生', '建議', '都', '不要', '就算', '有', '看', '到', '走光', '也', '都', '不要', '講', '不然', '會', '被當', '噁', '男裝作', '不知道', '對', '自己', '最', '好']"
249,238842920,2022-05-11 07:07:14.502000+00:00,2022-05-11T07:07:14.502Z,我會覺得那個男生很暖,1.0,"['我會', '覺得', '那個', '男生', '很', '暖']"
250,238842920,2022-05-11 07:23:20.476000+00:00,2022-05-11T07:23:20.476Z,那個男生也是好心吧不然直接看好看滿啊講了還要被當怪人蠻可憐,1.0,"['那個', '男生', '也', '是', '好心', '吧', '不然', '直接', '看', '好看', '滿', '啊', '講了', '還要', '被當', '怪人', '蠻', '可憐']"
251,238842920,2022-05-11 07:30:07.288000+00:00,2022-05-11T07:30:07.288Z,哪裡怪男生人真好你484你朋友,0.0,"['哪裡', '怪', '男生', '人', '真', '好', '你', '484', '你', '朋友']"
252,238842920,2022-05-11 07:34:32.667000+00:00,2022-05-11T07:34:32.667Z,我也被提醒過當下覺得對方人好好喔為什麼做好事還要看對方長相😅普男善良也要被攻擊嗎,6.0,"['我', '也', '被', '提醒', '過當下', '覺得', '對方', '人', '好好', '喔', '為什麼', '做好事', '還要', '看', '對方', '長', '相', '😅', '普男', '善良', '也', '要', '被', '攻擊', '嗎']"
253,238842920,2022-05-11 08:05:33.628000+00:00,2022-05-11T08:05:33.628Z,雖然蠻尷尬彆扭但如果善意提醒還是會謝謝他啦,0.0,"['雖然', '蠻', '尷尬', '彆扭', '但', '如果', '善意', '提醒', '還是', '會', '謝謝', '他', '啦']"
254,238842920,2022-05-11 08:39:07.321000+00:00,2022-05-11T08:39:07.321Z,有人提醒我我會覺得很感恩也會直接道謝之前也有好幾次上完廁所裙角沒蓋好掀開卡在內褲上被提醒感謝提醒我好心人們,2.0,"['有人', '提醒', '我', '我會', '覺得', '很', '感恩', '也', '會', '直接', '道', '謝', '之前', '也', '有', '好', '幾次', '上', '完', '廁所', '裙角', '沒蓋', '好', '掀開', '卡', '在', '內褲', '上', '被', '提醒', '感謝', '提醒', '我', '好心', '人們']"
255,238842920,2022-05-11 08:45:26.541000+00:00,2022-05-11T08:45:26.541Z,說不定對方就是故意露,0.0,"['說', '不定', '對方', '就是', '故意露']"
256,238842920,2022-05-11 09:42:57.645000+00:00,2022-05-11T09:42:57.645Z,我是覺得男生如果提醒還蠻貼心不太會往負面觀點思考🤔而且如果別人提醒是明顯不懷好意那種我相信你一定感受得到至少我自己身邊遇到男生都是蠻好意啦,5.0,"['我', '是', '覺得', '男生', '如果', '提醒', '還蠻', '貼心', '不太會', '往', '負面', '觀點', '思考', '🤔', '而且', '如果', '別人', '提醒', '是', '明顯', '不懷好意', '那種', '我', '相信', '你', '一定', '感受', '得到', '至少', '我', '自', '己身', '邊遇', '到', '男生', '都是', '蠻', '好意', '啦']"
257,238842920,2022-05-11 12:04:12.704000+00:00,2022-05-11T12:04:12.704Z,不會妳曝光是妳事情講了容易被當怪人,0.0,"['不會', '妳', '曝', '光是', '妳', '事情', '講了', '容易', '被當', '怪人']"
258,238842920,2022-05-11 12:04:24.929000+00:00,2022-05-11T12:04:24.929Z,很貼心呀雖然有點尷尬害羞,0.0,"['很', '貼心', '呀', '雖然', '有點', '尷尬', '害羞']"
259,238842920,2022-05-11 12:43:17.758000+00:00,2022-05-11T12:43:17.758Z,男生是很有勇氣紳士啊不然他可以偷偷看就好,1.0,"['男生', '是', '很', '有', '勇氣', '紳士', '啊', '不然', '他', '可以', '偷', '偷看', '就', '好']"
260,238842920,2022-05-11 14:07:41.764000+00:00,2022-05-11T14:07:41.764Z,提醒是好事吧總比看到了又不講好吧,1.0,"['提醒', '是', '好事', '吧', '總比', '看', '到', '了', '又', '不', '講好', '吧']"
261,238842920,2022-05-11 15:39:11.075000+00:00,2022-05-11T15:39:11.075Z,之前我們學校有女生穿短裙坐在階梯上整個內褲跑出來我還特地跑過去提醒她,0.0,"['之前', '我們', '學校', '有', '女生', '穿', '短', '裙', '坐在', '階梯', '上', '整個', '內褲', '跑', '出來', '我', '還特地', '跑', '過去', '提醒', '她']"
262,238842920,2022-05-11 16:54:21.101000+00:00,2022-05-11T16:54:21.101Z,真朋友才會提醒啊想偷看男生根本不會講你朋友真很麻煩欸,6.0,"['真朋友', '才', '會', '提醒', '啊', '想', '偷看', '男生', '根本', '不會', '講你朋友', '真', '很', '麻煩', '欸']"
263,238842920,2022-05-11 16:59:11.044000+00:00,2022-05-11T16:59:11.044Z,真要看人才不會提醒咧好看一直看,0.0,"['真要', '看', '人才', '不會', '提醒', '咧', '好看', '一直', '看']"
264,238842920,2022-05-11 18:05:03.739000+00:00,2022-05-11T18:05:03.739Z,如果穿運動內衣那種本來就可以外穿外面罩一件寬鬆短板有人來提醒會覺他無知和多管閒事,1.0,"['如果', '穿運動', '內衣', '那種', '本來', '就', '可以', '外穿', '外面', '罩', '一件', '寬鬆', '短板', '有', '人來', '提醒', '會覺', '他', '無知', '和', '多管閒事']"
265,238842920,2022-05-11 18:39:12.061000+00:00,2022-05-11T18:39:12.061Z,這跟提醒拉鍊沒拉一樣正常,0.0,"['這跟', '提醒', '拉', '鍊', '沒拉', '一樣', '正常']"
266,238842920,2022-05-11 20:12:41.915000+00:00,2022-05-11T20:12:41.915Z,我會盯著,0.0,"['我會', '盯', '著']"
267,238842920,2022-05-11 23:09:34.557000+00:00,2022-05-11T23:09:34.557Z,看情況如果長得很醜我們才會提醒因為我們也不想看,2.0,"['看', '情況', '如果', '長', '得', '很醜', '我們', '才', '會', '提醒', '因為', '我們', '也', '不想', '看']"
268,238842920,2022-05-11 23:10:35.309000+00:00,2022-05-11T23:10:35.309Z,為什麼需要提醒難道你們光看到陌生人胸口就會產生性慾嗎,0.0,"['為什麼', '需要', '提醒', '難道', '你們', '光看', '到', '陌生', '人', '胸口', '就', '會產生', '性慾', '嗎']"
269,238842920,2022-05-12 02:31:20.712000+00:00,2022-05-12T02:31:20.712Z,不少暖處魯認為這是加大分好行為_,0.0,"['不少', '暖', '處魯認', '為', '這是', '加大', '分好', '行為', '_']"
270,238842920,2022-05-12 04:20:43.602000+00:00,2022-05-12T04:20:43.602Z,想太多了吧姐,0.0,"['想太多', '了', '吧', '姐']"
271,238842920,2022-05-12 05:42:44.523000+00:00,2022-05-12T05:42:44.523Z,反正不是我女朋友我不會講講了被當怪人還不如色瞇瞇好好看,1.0,"['反正', '不是', '我', '女朋友', '我', '不會', '講講', '了', '被當', '怪人', '還', '不如', '色瞇瞇', '好好看']"
272,238842920,2022-05-12 06:16:22.683000+00:00,2022-05-12T06:16:22.683Z,應該還好吧自我意識過剩我妹每次都騎車穿短裙我問她這樣不是會被看到每次都說這是安全褲根本不能理解現在路上看到都覺得就安全褲stickerassetsdcardtwimages4efa8755977a44a1a3f7452511d4a4origpng,1.0,"['應該', '還好', '吧', '自', '我', '意識', '過剩', '我妹', '每次', '都', '騎車', '穿', '短裙', '我問', '她', '這樣', '不是', '會', '被', '看', '到', '每次', '都', '說', '這是', '安全', '褲根本', '不能', '理解', '現在', '路上', '看到', '都', '覺得', '就', '安全', '褲', 'stickerassetsdcardtwimages4efa8755977a44a1a3f7452511d4a4origpng']"
273,238842920,2022-05-12 06:54:02.742000+00:00,2022-05-12T06:54:02.742Z,有沒有可能是你朋友是故意穿這麼鬆結果被提醒之後不知道現在是要穿鬆還是穿緊覺得對方多管閒事🤣,0.0,"['有', '沒有', '可能', '是', '你', '朋友', '是', '故意', '穿', '這', '麼', '鬆', '結', '果', '被', '提', '醒', '之後', '不知道', '現在', '是', '要', '穿', '鬆', '還', '是', '穿', '緊', '覺得', '對方', '多管閒事', '🤣']"
274,238842920,2022-05-12 09:42:10.538000+00:00,2022-05-12T09:42:10.538Z,有在打球我不能理解為什麼大家會把穿著寬鬆化約成會曝光穿著衣服越大只會遮越多吧合身或偏小只會覺得很難活動不曉得原po說明是什麼狀況但我覺得男管太多了,0.0,"['有', '在', '打球', '我', '不能', '理解', '為什麼', '大家', '會', '把', '穿', '著', '寬鬆', '化約', '成會', '曝光', '穿', '著', '衣服', '越大', '只會', '遮越', '多', '吧', '合身', '或', '偏', '小', '只會', '覺得', '很難', '活動', '不曉', '得原', 'po', '說明', '是', '什麼', '狀況', '但', '我', '覺得', '男管', '太多', '了']"
275,238842920,2022-05-12 12:12:04.278000+00:00,2022-05-12T12:12:04.278Z,我是覺得啦長得帥提醒哦好害羞哦🥺人怎麼那麼好啦🥰🥰長得醜提醒ㄇ死肥宅看什麼看啦變態🤮噁心死了要露也不是給你看啦😡,2.0,"['我', '是', '覺得', '啦', '長', '得帥', '提醒', '哦', '好', '害羞', '哦', '🥺', '人', '怎麼', '那麼', '好', '啦', '🥰', '🥰', '長', '得醜', '提醒', 'ㄇ', '死肥宅', '看', '什麼', '看', '啦', '變態', '🤮', '噁心', '死', '了', '要', '露', '也', '不是', '給你看', '啦', '😡']"
276,238842920,2022-05-12 13:47:22.912000+00:00,2022-05-12T13:47:22.912Z,通報📢好像有人對這篇文章有新想法唷快來去看看wwwdcardtwftalkp238868451,0.0,"['通報', '📢', '好像', '有', '人', '對', '這篇', '文章', '有', '新', '想法', '唷', '快來', '去', '看', '看', 'wwwdcardtwftalkp238868451']"
277,238842920,2022-05-12 14:28:23.906000+00:00,2022-05-12T14:28:23.906Z,男生怕被當成變態話可以請別女生去提醒她去提醒女生識相話就會當成是自己發現不會跟對方說某個男生來跟我說你露出來了我就被當成這種中間人很多次🤣給個參考嘍,1.0,"['男生', '怕', '被', '當成', '變態', '話', '可以', '請別', '女生', '去', '提醒', '她', '去', '提醒', '女生', '識', '相話', '就', '會', '當成', '是', '自己', '發現', '不會', '跟', '對方', '說', '某個', '男生', '來', '跟', '我', '說', '你', '露', '出來', '了', '我', '就', '被', '當成', '這種', '中間人', '很', '多次', '🤣', '給個', '參考', '嘍']"
278,238842920,2022-05-12 17:07:22.898000+00:00,2022-05-12T17:07:22.898Z,還會提醒這樣很好啊我以前常被男生約去打球直到某一次一位朋友跟我說我衣服太寬我才知道為什麼他們約女生只有我😑我只是穿比較歐巴桑但領口被洗到太鬆彎腰容易看到裡面偏偏妳照鏡子是感覺不出來所以到朋友提醒前我完全不知道這回事,0.0,"['還會', '提醒', '這樣', '很', '好', '啊', '我', '以前', '常', '被', '男生', '約', '去', '打球', '直到', '某', '一次', '一位', '朋友', '跟', '我', '說', '我', '衣服', '太', '寬', '我', '才', '知道', '為什麼', '他們', '約', '女生', '只有', '我', '😑', '我', '只是', '穿', '比', '較', '歐', '巴桑', '但', '領口', '被', '洗', '到', '太', '鬆', '彎腰', '容易', '看到', '裡面', '偏偏', '妳', '照鏡子', '是', '感覺', '不', '出來', '所以', '到', '朋友', '提醒', '前', '我', '完全', '不知道', '這', '回事']"
